"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
12.9,35.1,166,0,100,2.06,"Gamma","api","alta","success"
7.28,33.32,165,0,81.18,25.22,"Beta","database","baja","success"
24.99,41.42,141,4,79.39,12.58,"Gamma","api","baja","success"
8.12,9.84,143,0,92.02,9.26,"Delta","auth","baja","success"
13.54,11.85,154,4,61.57,51.93,"Alpha","database","media","success"
16.55,27.16,155,2,72.38,58.42,"Gamma","auth","media","failed"
13.48,15.33,143,1,70.67,25.1,"Beta","ui","baja","success"
19.78,8.57,149,0,78.17,10.78,"Beta","ui","media","rolled_back"
19.51,13.69,166,2,65.76,27.43,"Gamma","analytics","baja","success"
18.85,14.94,148,3,68.3,2.75,"Delta","api","media","rolled_back"
28.34,3.28,159,1,74.58,69.32,"Beta","database","media","success"
8.78,29.37,169,3,52.41,44.6,"Delta","database","media","success"
14.27,42.85,132,1,67.69,6.71,"Delta","analytics","media","failed"
11.61,34.05,138,4,42.9,24.59,"Alpha","auth","baja","success"
8.87,47.56,136,1,58.4,20.54,"Gamma","database","alta","failed"
26.57,16.05,153,1,53.89,49.64,"Beta","api","crítica","success"
10.59,23.57,151,2,79.65,3.77,"Delta","api","alta","success"
7.39,18.58,149,1,67.98,17.78,"Delta","api","alta","failed"
19.37,47.15,157,3,82.26,4.84,"Alpha","auth","baja","success"
11.58,19.28,155,1,70.25,25.39,"Alpha","ui","media","success"
7.5,26.24,147,4,71.12,37.18,"Beta","ui","crítica","success"
25.5,32.81,142,2,77.36,131.03,"Alpha","database","alta","success"
6.28,33.81,138,2,55.07,16.22,"Alpha","database","media","success"
10.92,18.14,165,1,72.75,15.44,"Alpha","database","crítica","success"
36.46,17.95,135,0,77.38,11.67,"Gamma","api","baja","success"
9.04,53.77,159,3,66.93,29.1,"Gamma","analytics","baja","rolled_back"
14.58,10.12,163,0,94.91,30.09,"Beta","analytics","alta","success"
12.88,11.74,177,3,85.29,6.25,"Alpha","auth","media","success"
25.76,4.19,152,0,78.11,1.53,"Beta","ui","alta","success"
8.92,3.33,141,3,67.66,16.16,"Delta","ui","baja","success"
25.36,8.56,129,0,76.64,2.49,"Beta","auth","media","success"
17.94,2.02,143,1,81.71,46.26,"Delta","analytics","baja","success"
12.75,27.11,135,1,58.24,10.83,"Alpha","ui","media","success"
5.34,16.87,174,1,63.95,5.26,"Beta","auth","alta","success"
17.92,38.25,160,1,87.58,11.43,"Beta","analytics","media","success"
13.4,15.83,143,0,68.22,4.25,"Delta","database","media","success"
7.29,20.93,165,1,92.68,4.03,"Gamma","auth","alta","success"
19.46,59.66,143,2,81.03,13.29,"Beta","auth","alta","success"
15.7,15.41,162,6,80.61,3.21,"Alpha","analytics","crítica","success"
8.21,7.94,144,2,76.98,2.64,"Beta","auth","baja","success"
4.8,12.23,146,4,60.51,21.72,"Gamma","auth","alta","success"
26.2,17.33,148,6,84.01,6.45,"Alpha","database","media","rolled_back"
19.77,3.66,157,1,76.1,1.7,"Gamma","api","baja","failed"
48.11,15.81,138,3,54.3,40.54,"Alpha","analytics","alta","success"
25.2,25.57,150,2,83.48,41.34,"Gamma","ui","baja","success"
8.2,13.16,127,4,81.01,3.59,"Delta","auth","baja","success"
11.94,40.99,159,0,49.38,16.85,"Beta","api","alta","failed"
11.87,10.72,176,5,77.96,0.08,"Beta","ui","alta","success"
17.15,4.94,160,2,77.65,11.08,"Beta","ui","baja","success"
8.88,20.75,154,0,68.13,25.75,"Beta","database","crítica","success"
9.05,33.7,181,3,81.62,6.76,"Alpha","auth","alta","success"
17.49,21.16,159,2,54.41,9.63,"Beta","database","media","success"
5.46,14.54,138,1,57.18,37.18,"Delta","auth","media","success"
15.66,24.52,156,4,78.92,2,"Gamma","database","media","success"
15.9,28.66,148,1,74.37,2.09,"Beta","auth","crítica","rolled_back"
13.88,15.67,149,1,75.04,0.28,"Gamma","analytics","alta","failed"
5.31,10.78,174,2,76.56,NA,"Alpha","ui","alta","success"
23.44,12.99,176,4,73.67,4.95,"Gamma","ui","media","success"
9.19,25.01,142,0,73.47,6.88,"Alpha","auth","alta","success"
17.26,20.25,162,1,72.03,16.99,"Gamma","ui","baja","success"
24.49,24.24,142,4,67.93,2.16,"Beta","database","alta","failed"
15.23,12.3,145,3,73.06,15.4,"Gamma","database","baja","failed"
19.28,12.45,137,1,70.71,0.16,"Beta","database","media","success"
24.7,48.92,141,3,64.17,6.04,"Delta","ui","media","success"
29.05,15.54,133,1,75,54.34,"Alpha","analytics","baja","success"
8.99,6.53,150,2,73.72,3.83,"Alpha","auth","alta","success"
16.5,13.12,135,2,94.85,7.1,"Beta","api","alta","failed"
10.95,20.69,145,5,71.71,40.43,"Alpha","database","media","success"
17.52,11.6,159,2,67.22,3.4,"Gamma","analytics","baja","success"
21.22,21.64,143,3,72.4,15.72,"Gamma","analytics","media","success"
15,15.76,159,1,86.81,14.94,"Beta","api","baja","failed"
10.32,16.48,143,3,74.97,2.5,"Delta","api","baja","success"
15.64,15.28,149,0,64.63,5.45,"Delta","ui","baja","success"
8.05,8.23,167,3,76.21,28.32,"Beta","ui","media","success"
12.53,74.87,143,5,100,12.38,"Alpha","database","media","success"
17.3,20.36,145,3,65.58,48.17,"Beta","ui","crítica","success"
18.59,22.37,154,4,77.69,16.3,"Delta","analytics","baja","success"
26.55,11.22,134,2,79.87,6.99,"Gamma","api","media","success"
18.01,12.85,143,3,62.12,10.65,"Beta","analytics","alta","success"
12.71,14.1,155,1,72.13,0.28,"Gamma","analytics","baja","success"
19.06,3.28,146,3,68.01,15.76,"Alpha","api","alta","failed"
15.4,5.43,126,0,76.54,11.03,"Delta","database","media","failed"
8.02,18.24,161,4,86.24,49.99,"Beta","api","alta","success"
5.95,41.65,150,4,73.38,1.8,"Beta","ui","alta","failed"
12.23,20.73,152,1,68.07,7.88,"Beta","analytics","baja","success"
13.4,17.13,154,1,86.27,4.63,"Alpha","database","media","success"
14.42,31.77,146,5,75.15,4.18,"Gamma","api","media","success"
30.02,18.26,154,0,74.03,14.65,"Gamma","auth","baja","failed"
12.94,2.04,157,0,72.28,39.22,"Delta","ui","baja","success"
20.89,7.43,160,1,88.74,6.52,"Delta","analytics","crítica","success"
23.4,9.13,144,1,77.67,0.7,"Alpha","auth","media","rolled_back"
17.64,13.98,161,0,83.91,36.79,"Delta","database","media","success"
10.98,25.58,150,2,82.74,20.3,"Beta","ui","baja","success"
37.27,24.12,167,1,60.59,11.14,"Gamma","ui","baja","success"
3.28,11.83,148,2,86.36,50.48,"Gamma","analytics","alta","success"
3.91,27.96,151,0,69.8,70,"Gamma","analytics","baja","success"
12.6,47.22,138,1,72.08,34.01,"Beta","auth","baja","success"
4.69,10.9,174,1,75.42,13.06,"Alpha","api","baja","success"
17.19,24.21,146,2,82.36,7.03,"Gamma","api","media","success"
12.45,12.89,153,4,61.73,60.86,"Beta","api","media","success"
9.7,64.22,150,2,94.63,35.46,"Delta","ui","baja","success"
19.83,15.06,161,4,49.69,6.21,"Beta","auth","crítica","success"
19.41,7.12,152,3,69.91,6.57,"Gamma","analytics","media","success"
16.35,48,149,2,74.94,34.2,"Beta","api","baja","success"
26.13,2.28,139,4,100,5.6,"Beta","database","baja","success"
18.74,17.39,146,4,69,12.49,"Alpha","ui","baja","success"
18.41,36.81,152,2,90.63,0.55,"Beta","api","crítica","failed"
29.53,8.29,142,0,66.45,9.1,"Alpha","auth","baja","failed"
4.77,37.55,145,5,75.44,61.69,"Gamma","ui","media","success"
16.16,16.17,136,4,59.17,18.24,"Beta","ui","crítica","success"
16.95,43.67,139,2,62.37,14.44,"Delta","api","baja","success"
4.64,11,148,3,99.63,2.81,"Delta","api","baja","success"
9.38,6.04,158,1,59.44,11.46,"Gamma","api","crítica","success"
9.71,31.06,138,1,90.16,19.81,"Delta","ui","alta","success"
6.14,16.31,155,1,86.29,21.45,"Gamma","api","crítica","success"
11.38,2.54,148,2,80.53,24.56,"Delta","api","baja","success"
3.02,14.53,158,4,75.64,24.98,"Alpha","database","baja","success"
12.46,35.37,175,3,61.48,28.94,"Delta","api","alta","success"
6.71,52.73,145,4,90.71,31.08,"Gamma","auth","alta","success"
17.59,12.54,154,1,77.07,17.04,"Beta","auth","baja","failed"
12.37,14.4,140,1,35.51,3.98,"Gamma","analytics","media","success"
9.53,67.63,142,4,78.33,15.43,"Gamma","ui","baja","success"
5.2,11.5,149,2,63.73,50.55,"Alpha","auth","baja","failed"
18.82,21.26,154,1,75.59,85.06,"Gamma","api","alta","success"
26.29,8.06,157,0,93.58,9.05,"Gamma","analytics","media","success"
2.73,17.78,180,4,64.71,12.97,"Gamma","ui","alta","success"
6.96,6.01,139,2,69.32,41.5,"Delta","database","alta","success"
12.74,12.76,127,1,77.31,7.11,"Alpha","analytics","baja","failed"
11.5,3.96,161,0,64.35,24.77,"Beta","api","media","success"
31.61,10.13,145,1,61.45,1.25,"Alpha","database","media","failed"
10.74,68.06,146,1,66.68,8.28,"Beta","api","crítica","failed"
4.22,10.71,147,2,94.63,18.37,"Alpha","ui","alta","success"
10.62,10.03,157,3,72.68,6.85,"Beta","analytics","alta","success"
27.26,25.08,167,3,78.85,94.01,"Delta","auth","baja","failed"
50.07,13.04,160,1,85.77,29.64,"Gamma","database","alta","success"
4.01,16.65,185,2,85.34,15.45,"Beta","auth","alta","failed"
38.47,7.74,138,3,100,10.39,"Alpha","database","baja","success"
12.47,20.36,149,2,88.91,9.87,"Beta","ui","baja","success"
17.63,3.13,133,0,88.01,28.19,"Alpha","database","baja","success"
8.06,7.22,156,0,84.13,6.05,"Delta","api","media","success"
16.91,13.13,145,1,76.04,NA,"Delta","auth","baja","success"
14.76,28.5,153,2,69.85,4.61,"Alpha","analytics","crítica","success"
7.5,31.85,146,1,77.13,23.68,"Delta","auth","media","success"
22.67,11.66,136,3,56.03,1.49,"Delta","api","baja","success"
25.63,44.03,146,2,65.31,11.06,"Alpha","ui","baja","failed"
17.98,28.58,140,3,90.07,14.6,"Delta","api","baja","rolled_back"
8.55,75.73,134,1,79.12,19.3,"Gamma","auth","baja","success"
2.1,28.03,156,1,69.36,7.37,"Delta","auth","baja","success"
18.27,13.1,151,3,82.09,12.36,"Delta","database","baja","failed"
11.17,20.93,132,1,86.52,5.29,"Delta","analytics","baja","success"
22.85,21.32,159,0,47.37,21.58,"Alpha","api","baja","success"
17.38,36.55,146,4,62.15,34.39,"Beta","auth","baja","success"
17.19,23.75,162,4,60.48,15.6,"Delta","analytics","media","success"
14.47,3.25,145,1,92.2,7.13,"Beta","database","baja","success"
12.77,10.36,150,0,75.21,63.44,"Gamma","analytics","baja","failed"
6.93,14.35,150,0,73.87,13.61,"Gamma","database","media","success"
31.32,1.8,148,0,70.28,0.91,"Alpha","ui","baja","success"
10.51,29.43,143,2,59.23,3.39,"Beta","auth","media","success"
21.02,10.29,160,2,82.15,5.19,"Beta","auth","alta","success"
33.77,29.39,169,3,57.04,4.76,"Delta","auth","media","success"
18.95,13.29,189,1,68.61,34.57,"Delta","database","alta","success"
9.4,14.3,164,2,76.73,NA,"Alpha","api","baja","success"
12.36,29.48,161,0,80.24,20.44,"Beta","auth","baja","success"
22.05,12.54,152,2,73.78,37.16,"Gamma","ui","media","success"
12.87,9.23,140,3,65.91,22.43,"Delta","database","alta","success"
12.05,3.12,172,1,50.08,15.09,"Gamma","analytics","crítica","success"
24.59,22.71,144,4,72.12,8.46,"Delta","api","alta","success"
19.22,7.28,160,0,87.31,52.87,"Alpha","auth","baja","failed"
18.72,24.33,148,1,86.82,27.28,"Delta","analytics","baja","failed"
0.99,11.8,136,2,71.65,19.81,"Alpha","database","crítica","success"
12.97,23.13,144,4,99.23,13.9,"Alpha","analytics","baja","rolled_back"
14.52,10.97,136,5,71.38,8.35,"Alpha","analytics","baja","success"
14.4,7.58,139,3,56.24,3.58,"Beta","auth","crítica","success"
14.04,20.92,165,1,78.66,52.09,"Delta","database","crítica","failed"
10.66,31.82,152,2,62.28,49.96,"Delta","database","baja","success"
4.76,12.58,136,1,81.63,2.2,"Delta","analytics","media","success"
14.17,10.09,175,3,77.42,0.06,"Alpha","ui","baja","success"
17.25,10.02,167,0,61.26,21.44,"Delta","database","media","success"
8.41,70.13,143,2,65.61,19.09,"Gamma","api","alta","success"
11.42,48.15,175,3,55.89,32.84,"Beta","ui","baja","success"
11.67,4.73,125,3,81.28,18.65,"Gamma","ui","media","success"
7.64,18.84,157,2,58,29.71,"Gamma","api","baja","success"
17.44,21.06,153,3,80.06,16.61,"Alpha","database","media","success"
14.6,22.93,145,0,92.63,0.26,"Gamma","ui","baja","success"
42.55,26.71,162,1,83.57,5.56,"Beta","analytics","baja","success"
11.46,7.52,130,1,92.08,36.38,"Beta","database","alta","success"
29.76,4.88,148,0,89.65,2.97,"Delta","auth","baja","success"
10.19,25.12,151,0,78.85,34.82,"Delta","api","alta","success"
17.02,16.07,171,2,84.36,20.23,"Beta","database","baja","success"
11.36,9.19,143,1,76.47,25.22,"Alpha","auth","media","success"
10.62,25.31,157,1,90.59,19.96,"Gamma","auth","media","success"
5.95,14.95,157,1,74.95,12.9,"Gamma","database","alta","success"
23.89,27.09,168,0,65.43,2.42,"Gamma","analytics","media","failed"
13.44,31.25,141,6,75.72,9.74,"Alpha","ui","alta","success"
14.06,5.56,160,7,61.39,17.27,"Delta","analytics","baja","success"
19.49,19.03,137,1,48.22,14.69,"Gamma","analytics","baja","success"
19.03,71.04,145,1,79.37,4.65,"Gamma","database","media","success"
22.57,23.86,135,0,64.55,19.49,"Gamma","database","media","success"
29.54,38.2,127,1,49.89,6.02,"Delta","database","crítica","success"
29.34,13.02,145,0,63.27,10.38,"Alpha","api","baja","success"
6.84,8.16,170,4,73.92,0.13,"Gamma","auth","media","success"
10.67,8.66,162,2,74.76,1.38,"Gamma","auth","baja","success"
9.98,28.04,176,1,87.39,5.08,"Delta","analytics","media","failed"
8.24,5.74,166,2,38.46,40.23,"Gamma","auth","baja","success"
12.27,2.32,151,5,NA,15.6,"Delta","analytics","crítica","success"
9.93,24.49,128,5,88.6,15.05,"Delta","database","crítica","success"
5.88,11.14,172,0,69.21,14.1,"Beta","database","media","success"
8.1,18.11,123,1,88.59,19.7,"Beta","ui","baja","success"
17.37,0.8,137,5,89.16,0.45,"Delta","analytics","crítica","success"
6.09,17.11,155,4,70.42,41.57,"Alpha","database","baja","success"
10.72,32.5,175,0,89.17,40.5,"Beta","ui","crítica","success"
15.28,16.3,126,2,90.23,NA,"Delta","ui","crítica","success"
22.27,30.82,153,0,78.49,6.86,"Alpha","api","alta","success"
9.79,26.74,151,1,81.18,4.15,"Delta","database","media","success"
9.26,25.38,131,3,41.96,11.87,"Beta","ui","crítica","success"
14.48,24.44,149,0,93.47,50.15,"Alpha","ui","media","success"
24.92,10.96,133,1,68.17,12.31,"Beta","analytics","baja","success"
10.33,9.49,155,1,63.71,32.3,"Alpha","auth","crítica","success"
1.17,3.55,136,1,73.13,18.78,"Alpha","database","media","success"
13.96,12.24,149,3,60.14,15.07,"Delta","auth","media","success"
10.25,17.84,143,0,83.8,27.56,"Alpha","api","media","success"
4.79,10.94,161,1,100,15.51,"Delta","analytics","baja","success"
13.02,15.95,131,3,76.21,3.47,"Gamma","analytics","crítica","success"
6.91,21.17,150,2,83.08,8.09,"Delta","database","media","success"
19.16,39.32,145,1,64.77,20.02,"Alpha","database","baja","success"
9.36,26.14,141,2,99.16,0.07,"Beta","database","crítica","success"
2.48,10.43,156,1,75.97,50.99,"Delta","database","baja","success"
23.6,16.45,147,4,64.11,1.27,"Alpha","database","media","success"
1.79,16.22,149,2,71.88,13.23,"Delta","analytics","media","success"
23.32,12,156,0,72.86,14.47,"Gamma","auth","baja","rolled_back"
31.6,19.07,144,1,73.88,0.42,"Gamma","analytics","baja","success"
9.98,13.6,147,1,92.19,6.15,"Delta","auth","baja","success"
12.13,11.67,118,2,65.21,18.45,"Delta","auth","media","success"
4.4,12.94,152,3,91.81,28.03,"Alpha","analytics","media","rolled_back"
7.28,20.81,165,2,81.07,46.84,"Beta","api","media","failed"
12.62,21.22,157,4,77.41,4.96,"Gamma","analytics","media","success"
8.19,2.08,169,2,95.19,6.9,"Delta","database","media","success"
9.41,28.43,140,5,79.87,46.63,"Beta","auth","baja","success"
22.19,8.52,156,4,79.02,16.08,"Delta","auth","baja","success"
44.21,10.69,153,0,78.44,17.07,"Gamma","auth","crítica","success"
9.78,13.02,156,2,64.87,13.53,"Beta","database","baja","success"
17.54,47.77,156,1,62.37,41.55,"Gamma","ui","media","success"
18.56,17.95,150,1,73.72,9.43,"Delta","ui","baja","success"
14.91,17.78,124,4,100,15.92,"Gamma","ui","media","success"
32.33,43.59,161,1,81.17,15.56,"Alpha","api","baja","failed"
37.38,36.14,173,2,64.7,17.83,"Alpha","analytics","crítica","rolled_back"
5.9,17.05,153,3,77.13,22.32,"Gamma","api","media","failed"
10.03,21.21,150,2,84.89,41.54,"Alpha","ui","alta","success"
8.56,23.71,142,4,78.56,10.81,"Beta","ui","alta","success"
6.94,11.15,124,3,84.03,3.91,"Alpha","analytics","alta","success"
30.26,3.46,124,3,89.64,NA,"Delta","auth","baja","success"
6.8,1.58,165,3,82.6,54.77,"Delta","analytics","media","success"
12.68,3.66,134,4,74.84,3.31,"Gamma","auth","media","success"
30.95,2,162,0,77.37,6.81,"Alpha","auth","baja","success"
17.84,4.59,150,1,74.88,0.14,"Beta","ui","media","success"
11.78,8.97,133,1,79.44,5.18,"Delta","ui","crítica","success"
9.14,14.19,139,3,75.99,21.12,"Alpha","ui","baja","success"
19.77,25.15,143,1,63.06,NA,"Gamma","ui","baja","success"
8.78,4.29,126,3,68.79,30.1,"Alpha","ui","baja","success"
9.43,39.63,134,3,71.59,51.42,"Delta","auth","media","rolled_back"
20.97,39.21,150,1,74.43,10.03,"Gamma","ui","baja","success"
11.56,34.38,163,3,71.7,57.09,"Beta","analytics","baja","failed"
11.63,22.36,166,2,89.13,51.97,"Delta","api","baja","success"
5.57,16.35,167,0,68.26,10.14,"Alpha","analytics","alta","success"
13.63,10.85,139,0,87.16,35.62,"Alpha","auth","media","success"
13.46,15.64,133,0,90.54,9.87,"Gamma","analytics","baja","failed"
21.45,25.95,133,3,90.79,6.03,"Delta","analytics","media","success"
15.68,2.97,133,0,90.8,27.23,"Alpha","api","alta","success"
6.51,20.88,143,3,99.68,6.58,"Delta","ui","baja","failed"
12.47,22.32,153,4,85.14,8.23,"Gamma","api","baja","success"
2.73,36.49,157,3,82.21,45.86,"Gamma","analytics","baja","success"
13.36,22.81,149,0,54.13,20.77,"Delta","ui","alta","failed"
32.36,17.05,162,3,67.29,37.72,"Alpha","analytics","media","failed"
18.03,13.28,136,3,71.71,0.56,"Alpha","auth","alta","success"
10.91,10.47,148,5,71.59,43.24,"Alpha","api","media","success"
11.62,19.85,155,3,68.33,8.12,"Delta","database","media","success"
1.53,32.72,146,3,75.11,10.28,"Alpha","database","baja","success"
10.39,5.81,116,2,54.13,7.26,"Beta","api","baja","success"
27.37,18.97,159,0,82.36,45.97,"Alpha","api","baja","success"
11.53,29.25,147,2,69.89,15.93,"Beta","api","media","success"
9.19,60.06,136,1,80.56,80.74,"Gamma","ui","alta","success"
21.85,4.25,151,0,53.63,3.47,"Delta","ui","alta","success"
17.15,11.63,147,2,71.38,20.59,"Beta","database","alta","success"
11.33,7.13,128,1,85.03,8.47,"Delta","api","baja","failed"
21.42,19.62,156,1,74.5,34.67,"Delta","database","media","rolled_back"
8.01,26.86,158,1,43.53,36.42,"Beta","auth","media","failed"
5.53,33.16,134,2,77.49,57.33,"Delta","api","alta","success"
21.72,21.05,130,3,79.11,21.89,"Beta","ui","baja","success"
25.99,14.85,166,2,62.18,26.92,"Alpha","database","baja","success"
27.58,15.89,128,4,68.06,5.93,"Alpha","database","media","success"
18.5,12.46,144,2,88.69,14.65,"Gamma","auth","baja","success"
8.82,36.48,141,2,88.33,59.26,"Alpha","ui","baja","failed"
2.17,18.16,155,1,81.04,9.15,"Delta","database","baja","success"
1.44,17.93,155,1,59.77,8.34,"Gamma","ui","media","failed"
15.4,40.96,149,1,88.56,0.64,"Beta","api","baja","failed"
6.84,45.39,137,1,95.07,17.34,"Gamma","analytics","baja","success"
25.24,9.77,133,3,87,36.89,"Alpha","api","crítica","success"
15.95,26.31,157,2,96.61,39.33,"Gamma","analytics","media","success"
16.51,4.95,157,3,85.43,6.28,"Delta","auth","baja","success"
7.28,24.56,173,0,61.19,14.88,"Delta","ui","media","failed"
7.88,24.45,172,0,62.62,31.77,"Gamma","ui","baja","failed"
16.78,16.52,150,2,84.05,0.42,"Delta","analytics","baja","success"
18.81,14.15,146,2,62.64,18.66,"Delta","auth","crítica","success"
12.85,17.49,163,2,59.13,58.93,"Gamma","ui","baja","success"
9.58,12.07,143,0,76.55,4.62,"Beta","auth","media","success"
7.75,10.78,158,3,61.11,3.85,"Gamma","api","baja","success"
16.87,34.26,159,4,76.75,3.06,"Delta","auth","baja","failed"
5.31,16.46,145,3,73.69,10.95,"Alpha","api","media","success"
16.47,10.1,163,4,73.15,56.12,"Gamma","database","media","success"
33.58,15.71,162,4,84.1,21.02,"Delta","analytics","baja","success"
17.21,27.08,142,2,65.93,10.05,"Alpha","auth","baja","success"
4.68,36.05,142,0,85.56,7.26,"Beta","ui","baja","success"
12.5,10.31,146,4,55.56,10.34,"Beta","auth","baja","success"
26.22,4.61,142,1,82.2,41.99,"Beta","ui","media","success"
19.1,29.87,133,1,79.46,52.76,"Gamma","ui","baja","failed"
13.44,14.19,153,3,81.46,5.39,"Gamma","database","media","rolled_back"
